Variation #,Input,Weight,Bias,Stride,Padding,Dilation,Transposed,Output Padding,Groups
1392,"Tensor<[1, 64, 300, 300]> input = ?","Tensor<[64, 64, 3, 3]> weight = ?",Optional[Tensor]<[64]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1393,"Tensor<[1, 64, 150, 150]> input = ?","Tensor<[128, 64, 3, 3]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1394,"Tensor<[1, 128, 150, 150]> input = ?","Tensor<[128, 128, 3, 3]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1395,"Tensor<[1, 128, 75, 75]> input = ?","Tensor<[256, 128, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1396,"Tensor<[1, 256, 75, 75]> input = ?","Tensor<[256, 256, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1397,"Tensor<[1, 256, 38, 38]> input = ?","Tensor<[512, 256, 3, 3]> weight = ?",Optional[Tensor]<[512]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1398,"Tensor<[1, 512, 38, 38]> input = ?","Tensor<[512, 512, 3, 3]> weight = ?",Optional[Tensor]<[512]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1399,"Tensor<[1, 512, 19, 19]> input = ?","Tensor<[512, 512, 3, 3]> weight = ?",Optional[Tensor]<[512]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1400,"Tensor<[1, 512, 19, 19]> input = ?","Tensor<[1024, 512, 3, 3]> weight = ?",Optional[Tensor]<[1024]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [6, 6]","List[int] dilation = [6, 6]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1401,"Tensor<[1, 1024, 19, 19]> input = ?","Tensor<[1024, 1024, 1, 1]> weight = ?",Optional[Tensor]<[1024]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1402,"Tensor<[1, 1024, 19, 19]> input = ?","Tensor<[256, 1024, 1, 1]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1403,"Tensor<[1, 256, 19, 19]> input = ?","Tensor<[512, 256, 3, 3]> weight = ?",Optional[Tensor]<[512]> bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1404,"Tensor<[1, 512, 10, 10]> input = ?","Tensor<[128, 512, 1, 1]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1405,"Tensor<[1, 128, 10, 10]> input = ?","Tensor<[256, 128, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1406,"Tensor<[1, 256, 5, 5]> input = ?","Tensor<[128, 256, 1, 1]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1407,"Tensor<[1, 128, 5, 5]> input = ?","Tensor<[256, 128, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1408,"Tensor<[1, 256, 3, 3]> input = ?","Tensor<[128, 256, 1, 1]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1409,"Tensor<[1, 128, 3, 3]> input = ?","Tensor<[256, 128, 3, 3]> weight = ?",Optional[Tensor]<[256]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1410,"Tensor<[1, 512, 38, 38]> input = ?","Tensor<[16, 512, 3, 3]> weight = ?",Optional[Tensor]<[16]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1411,"Tensor<[1, 1024, 19, 19]> input = ?","Tensor<[24, 1024, 3, 3]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1412,"Tensor<[1, 512, 10, 10]> input = ?","Tensor<[24, 512, 3, 3]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1413,"Tensor<[1, 256, 5, 5]> input = ?","Tensor<[24, 256, 3, 3]> weight = ?",Optional[Tensor]<[24]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1414,"Tensor<[1, 256, 3, 3]> input = ?","Tensor<[16, 256, 3, 3]> weight = ?",Optional[Tensor]<[16]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1415,"Tensor<[1, 256, 1, 1]> input = ?","Tensor<[16, 256, 3, 3]> weight = ?",Optional[Tensor]<[16]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1416,"Tensor<[1, 512, 38, 38]> input = ?","Tensor<[364, 512, 3, 3]> weight = ?",Optional[Tensor]<[364]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1417,"Tensor<[1, 1024, 19, 19]> input = ?","Tensor<[546, 1024, 3, 3]> weight = ?",Optional[Tensor]<[546]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1418,"Tensor<[1, 512, 10, 10]> input = ?","Tensor<[546, 512, 3, 3]> weight = ?",Optional[Tensor]<[546]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1419,"Tensor<[1, 256, 5, 5]> input = ?","Tensor<[546, 256, 3, 3]> weight = ?",Optional[Tensor]<[546]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1420,"Tensor<[1, 256, 3, 3]> input = ?","Tensor<[364, 256, 3, 3]> weight = ?",Optional[Tensor]<[364]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1421,"Tensor<[1, 256, 1, 1]> input = ?","Tensor<[364, 256, 3, 3]> weight = ?",Optional[Tensor]<[364]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1422,"Tensor<[1, 3, 224, 224]> input = ?","Tensor<[128, 3, 4, 4]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [4, 4]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1423,"Tensor<[1, 3, 224, 224]> input = ?","Tensor<[96, 3, 4, 4]> weight = ?",Optional[Tensor]<[96]> bias = ?,"List[int] stride = [4, 4]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1424,"Tensor<[1, 3, 256, 256]> input = ?","Tensor<[128, 3, 4, 4]> weight = ?",Optional[Tensor]<[128]> bias = ?,"List[int] stride = [4, 4]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1425,"Tensor<[1, 3, 256, 256]> input = ?","Tensor<[96, 3, 4, 4]> weight = ?",Optional[Tensor]<[96]> bias = ?,"List[int] stride = [4, 4]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1426,"Tensor<[1, 3, 225, 225]> input = ?","Tensor<[32, 3, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1427,"Tensor<[1, 96, 113, 113]> input = ?","Tensor<[96, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 96
1428,"Tensor<[1, 144, 59, 59]> input = ?","Tensor<[144, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 144
1429,"Tensor<[1, 144, 28, 28]> input = ?","Tensor<[40, 144, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1430,"Tensor<[1, 240, 28, 28]> input = ?","Tensor<[240, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 240
1431,"Tensor<[1, 240, 28, 28]> input = ?","Tensor<[40, 240, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1432,"Tensor<[1, 240, 29, 29]> input = ?","Tensor<[240, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 240
1433,"Tensor<[1, 480, 14, 14]> input = ?","Tensor<[80, 480, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1434,"Tensor<[1, 480, 14, 14]> input = ?","Tensor<[480, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 480
1435,"Tensor<[1, 672, 14, 14]> input = ?","Tensor<[672, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 672
1436,"Tensor<[1, 672, 17, 17]> input = ?","Tensor<[672, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 672
1437,"Tensor<[1, 672, 7, 7]> input = ?","Tensor<[192, 672, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1438,"Tensor<[1, 192, 7, 7]> input = ?","Tensor<[1152, 192, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1439,"Tensor<[1, 1152, 7, 7]> input = ?","Tensor<[1152, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1152
1440,"Tensor<[1, 1152, 7, 7]> input = ?","Tensor<[1152, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1152
1441,"Tensor<[1, 1152, 7, 7]> input = ?","Tensor<[320, 1152, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1442,"Tensor<[1, 3, 241, 241]> input = ?","Tensor<[32, 3, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1443,"Tensor<[1, 32, 120, 120]> input = ?","Tensor<[32, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 32
1444,"Tensor<[1, 32, 120, 120]> input = ?","Tensor<[16, 32, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1445,"Tensor<[1, 16, 120, 120]> input = ?","Tensor<[96, 16, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1446,"Tensor<[1, 96, 121, 121]> input = ?","Tensor<[96, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 96
1447,"Tensor<[1, 96, 60, 60]> input = ?","Tensor<[24, 96, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1448,"Tensor<[1, 24, 60, 60]> input = ?","Tensor<[144, 24, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1449,"Tensor<[1, 144, 60, 60]> input = ?","Tensor<[144, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 144
1450,"Tensor<[1, 144, 60, 60]> input = ?","Tensor<[24, 144, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1451,"Tensor<[1, 144, 63, 63]> input = ?","Tensor<[144, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 144
1452,"Tensor<[1, 144, 30, 30]> input = ?","Tensor<[40, 144, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1453,"Tensor<[1, 40, 30, 30]> input = ?","Tensor<[240, 40, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1454,"Tensor<[1, 240, 30, 30]> input = ?","Tensor<[240, 1, 5, 5]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [2, 2]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 240
1455,"Tensor<[1, 240, 30, 30]> input = ?","Tensor<[40, 240, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1456,"Tensor<[1, 240, 31, 31]> input = ?","Tensor<[240, 1, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 240
1457,"Tensor<[1, 240, 15, 15]> input = ?","Tensor<[80, 240, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1458,"Tensor<[1, 80, 15, 15]> input = ?","Tensor<[480, 80, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
